id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,popularite
ex1-41,Marshtomp,Uncommon,Ruby & Sapphire,EX,,9.9,2003/07/01,[259],Ken Sugimori,Non référencé
ex6-47,Porygon,Uncommon,FireRed & LeafGreen,EX,,8.49,2004/09/01,[137],Tomoaki Imakuni,#161
pl2-48,Scizor E4,Uncommon,Rising Rivals,Platinum,,5.43,2009/05/16,[212],Kouki Saitou,#37
ex6-49,Venomoth,Uncommon,FireRed & LeafGreen,EX,,5.32,2004/09/01,[49],Kagemaru Himeno,Non référencé
xy5-54,Kyogre-EX,Rare Holo EX,Primal Clash,XY,5.67,,2015/02/04,[382],Ryota Murayama,#115
ex13-53,Sharpedo δ,Uncommon,Holon Phantoms,EX,,15.17,2006/05/01,[319],Mitsuhiro Arita,Non référencé
base6-48,Kabuto,Uncommon,Legendary Collection,Other,,36.93,2002/05/24,[140],Ken Sugimori,Non référencé
bw4-57,Gardevoir,Rare Holo,Next Destinies,Black & White,6.88,9.34,2012/02/08,[282],Mizue,#9
ecard2-28,Porygon2,Rare,Aquapolis,E-Card,,13.85,2003/01/15,[233],Hikaru Koike,#161
bwp-BW43,Landorus,Promo,BW Black Star Promos,Black & White,13.47,,2011/03/01,[645],5ban Graphics,Non référencé
ecard3-19,Magneton,Rare,Skyridge,E-Card,,29.99,2003/05/12,[82],Hajime Kusajima,Non référencé
ex6-48,Raticate,Uncommon,FireRed & LeafGreen,EX,,5.65,2004/09/01,[20],Kyoko Umemoto,Non référencé
xyp-XY42,Groudon-EX,Promo,XY Black Star Promos,XY,5.97,,2013/10/12,[383],Eske Yoshinob,#153
pl3-48,Zapdos,Rare,Supreme Victors,Platinum,,9.97,2009/08/19,[145],Kagemaru Himeno,Non référencé
bw9-53,Deoxys-EX,Rare Holo EX,Plasma Freeze,Black & White,10.91,,2013/05/08,[386],Eske Yoshinob,#179
dp1-55,Mantyke,Uncommon,Diamond & Pearl,Diamond & Pearl,,7.96,2007/05/01,[458],Midori Harada,Non référencé
ecard2-27,Parasect,Rare,Aquapolis,E-Card,,22.98,2003/01/15,[47],Masako Yamashita,Non référencé
xyp-XY44,M Diancie-EX,Promo,XY Black Star Promos,XY,10.14,,2013/10/12,[719],5ban Graphics,#174
xy1-55,Trevenant,Rare Holo,XY,XY,4.85,5.58,2014/02/05,[709],5ban Graphics,Non référencé
base6-49,Kadabra,Uncommon,Legendary Collection,Other,,70.98,2002/05/24,[64],Ken Sugimori,Non référencé
ecard1-47,Feraligatr,Rare,Expedition Base Set,E-Card,,29.95,2002/09/15,[160],Mitsuhiro Arita,#97
pl3-50,Arcanine,Uncommon,Supreme Victors,Platinum,,6.87,2009/08/19,[59],Atsuko Nishida,#48
ecard2-29,Primeape,Rare,Aquapolis,E-Card,,27.17,2003/01/15,[57],Tomokazu Komiya,Non référencé
ex11-55,Skarmory,Uncommon,Delta Species,EX,,6.85,2005/10/31,[227],Hisao Nakamura,Non référencé
dp4-49,Porygon2,Uncommon,Great Encounters,Diamond & Pearl,,7.41,2008/02/01,[233],Kent Kanetsuna,#161
sma-SV49,Charizard-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,456.66,,2019/08/23,[6],5ban Graphics,#4
ex13-56,Wobbuffet,Uncommon,Holon Phantoms,EX,,6.28,2006/05/01,[202],Katsura Tabata,#228
ex6-52,Wigglytuff,Uncommon,FireRed & LeafGreen,EX,,11.01,2004/09/01,[40],Kyoko Umemoto,Non référencé
xy12-51,Mewtwo,Rare,Evolutions,XY,,5.39,2016/11/02,[150],Ken Sugimori,#33
bw10-60,Jirachi-EX,Rare Holo EX,Plasma Blast,Black & White,12.9,,2013/08/14,[385],Ryo Ueda,#49
ecard1-48,Gengar,Rare,Expedition Base Set,E-Card,,50.36,2002/09/15,[94],Yukiko Baba,#10
bw11-54,Mewtwo-EX,Rare Holo EX,Legendary Treasures,Black & White,6.97,,2013/11/06,[150],Shizurow,#33
ecard3-17,Magcargo,Rare,Skyridge,E-Card,,26.95,2003/05/12,[219],Hajime Kusajima,Non référencé
bw4-54,Mewtwo-EX,Rare Holo EX,Next Destinies,Black & White,7.69,,2012/02/08,[150],Shizurow,#33
ex1-40,Marshtomp,Uncommon,Ruby & Sapphire,EX,,7.76,2003/07/01,[259],Mitsuhiro Arita,Non référencé
ex10-49,Xatu,Uncommon,Unseen Forces,EX,,6.19,2005/08/01,[178],Masakazu Fukuda,Non référencé
ex13-50,Primeape δ,Uncommon,Holon Phantoms,EX,,8.53,2006/05/01,[57],Hajime Kusajima,Non référencé
base6-47,Ivysaur,Uncommon,Legendary Collection,Other,,91.66,2002/05/24,[2],Ken Sugimori,Non référencé
ex10-50,Yanma,Uncommon,Unseen Forces,EX,,7.2,2005/08/01,[193],Kagemaru Himeno,Non référencé
sm35-42,Shining Jirachi,Rare Shining,Shining Legends,Sun & Moon,7.33,,2017/10/06,[385],Shigenori Negishi,#49
ex13-51,Raichu,Uncommon,Holon Phantoms,EX,,17.99,2006/05/01,[26],Kouki Saitou,#165
ex8-51,Weezing,Uncommon,Deoxys,EX,,7.32,2005/02/01,[110],Hisao Nakamura,Non référencé
ex13-52,Seadra δ,Uncommon,Holon Phantoms,EX,,10.89,2006/05/01,[117],Kouki Saitou,#232
sma-SV47,Decidueye-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,8.84,,2019/08/23,[724],5ban Graphics,#22
ex1-43,Silcoon,Uncommon,Ruby & Sapphire,EX,,8.57,2003/07/01,[266],Hajime Kusajima,Non référencé
xyp-XY40,Ditto,Promo,XY Black Star Promos,XY,11.07,,2013/10/12,[132],5ban Graphics,#135
ecard2-24,Nidoking,Rare,Aquapolis,E-Card,,17.99,2003/01/15,[34],Naoyo Kimura,#156
ex11-49,Metang δ,Uncommon,Delta Species,EX,,7.27,2005/10/31,[375],Hajime Kusajima,Non référencé
dp5-46,Scyther,Uncommon,Majestic Dawn,Diamond & Pearl,,5.21,2008/05/01,[123],Ken Sugimori,Non référencé
ex1-42,Mightyena,Uncommon,Ruby & Sapphire,EX,,5.21,2003/07/01,[262],Ken Sugimori,#238
ex2-45,Lombre,Uncommon,Sandstorm,EX,,8.23,2003/09/18,[271],Tomokazu Komiya,Non référencé
ex11-51,Pupitar δ,Uncommon,Delta Species,EX,,5.18,2005/10/31,[247],Masakazu Fukuda,Non référencé
ecard1-43,Dragonite,Rare,Expedition Base Set,E-Card,,38.27,2002/09/15,[149],Kagemaru Himeno,#32
dp7-45,Pichu,Uncommon,Stormfront,Diamond & Pearl,,8.66,2008/11/01,[172],Atsuko Nishida,#114
dpp-DP53,Arceus LV.X,Promo,DP Black Star Promos,Diamond & Pearl,11.29,,2007/05/01,[493],Shizurow,#63
ecard1-44,Dugtrio,Rare,Expedition Base Set,E-Card,,5.31,2002/09/15,[51],Masako Yamashita,Non référencé
ex2-47,Murkrow,Uncommon,Sandstorm,EX,,5.64,2003/09/18,[198],Mitsuhiro Arita,Non référencé
ecard1-45,Fearow,Rare,Expedition Base Set,E-Card,,5.53,2002/09/15,[22],Kyoko Umemoto,Non référencé
ex11-52,Rapidash,Uncommon,Delta Species,EX,,11.07,2005/10/31,[78],Atsuko Nishida,Non référencé
ecard1-46,Feraligatr,Rare,Expedition Base Set,E-Card,,19.04,2002/09/15,[160],Hiromichi Sugiyama,#97
sm8-52,Blacephalon-GX,Rare Holo GX,Lost Thunder,Sun & Moon,5.12,,2018/11/02,[806],5ban Graphics,Non référencé
ecard3-20,Magneton,Rare,Skyridge,E-Card,,25.2,2003/05/12,[82],Kouki Saitou,Non référencé
xy5-55,Primal Kyogre-EX,Rare Holo EX,Primal Clash,XY,18.7,,2015/02/04,[382],5ban Graphics,#115
ex6-50,Wartortle,Uncommon,FireRed & LeafGreen,EX,,14.79,2004/09/01,[8],Mitsuhiro Arita,Non référencé
ex13-54,Vibrava δ,Uncommon,Holon Phantoms,EX,,9.71,2006/05/01,[329],Masakazu Fukuda,Non référencé
ex11-53,Shelgon δ,Uncommon,Delta Species,EX,,5.28,2005/10/31,[372],Masakazu Fukuda,Non référencé
bw4-59,Musharna,Rare,Next Destinies,Black & White,,5.35,2012/02/08,[518],Maiko Fujiwara,Non référencé
ex6-51,Weepinbell,Uncommon,FireRed & LeafGreen,EX,,6.63,2004/09/01,[70],Tomokazu Komiya,Non référencé
bw5-48,Espeon,Rare,Dark Explorers,Black & White,,14.97,2012/05/09,[196],Mizue,#46
ex5-48,Spinda,Uncommon,Hidden Legends,EX,,6.04,2004/06/01,[327],Kagemaru Himeno,Non référencé
xyp-XY46,Altaria,Promo,XY Black Star Promos,XY,13.05,,2013/10/12,[334],Naoki Saito,#105
ecard3-22,Nidoqueen,Rare,Skyridge,E-Card,,40.49,2003/05/12,[31],Mitsuhiro Arita,Non référencé
ex2-51,Quilava,Uncommon,Sandstorm,EX,,7.0,2003/09/18,[156],Naoyo Kimura,#193
ecard1-49,Golem,Rare,Expedition Base Set,E-Card,,8.92,2002/09/15,[76],Aya Kusube,Non référencé
ex5-49,Starmie,Uncommon,Hidden Legends,EX,,5.57,2004/06/01,[121],Aya Kusube,Non référencé
dpp-DP56,Arceus LV.X,Promo,DP Black Star Promos,Diamond & Pearl,24.37,,2007/05/01,[493],Ryo Ueda,#63
base6-51,Machoke,Uncommon,Legendary Collection,Other,,40.15,2002/05/24,[67],Ken Sugimori,Non référencé
base6-50,Kakuna,Uncommon,Legendary Collection,Other,,37.93,2002/05/24,[14],Keiji Kinebuchi,Non référencé
ecard2-30,Quagsire,Rare,Aquapolis,E-Card,,38.99,2003/01/15,[195],Mitsuhiro Arita,#141
ecard3-21,Moltres,Rare,Skyridge,E-Card,,89.95,2003/05/12,[146],Kouki Saitou,Non référencé
xy7-57,Giratina-EX,Rare Holo EX,Ancient Origins,XY,9.04,,2015/08/12,[487],PLANETA,#77
dp6-52,Dragonair,Uncommon,Legends Awakened,Diamond & Pearl,,17.91,2008/08/01,[148],Suwama Chiaki,#169
ecard2-31,Rapidash,Rare,Aquapolis,E-Card,,11.39,2003/01/15,[78],Kouki Saitou,Non référencé
ecard3-23,Omastar,Rare,Skyridge,E-Card,,32.15,2003/05/12,[139],Hajime Kusajima,Non référencé
sma-SV51,Reshiram-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,13.73,,2019/08/23,[643],PLANETA Igarashi,#87
ex5-51,Tentacruel,Uncommon,Hidden Legends,EX,,5.08,2004/06/01,[73],Hisao Nakamura,Non référencé
bwp-BW47,Rayquaza-EX,Promo,BW Black Star Promos,Black & White,8.88,,2011/03/01,[384],Eske Yoshinob,#8
bw5-53,Aerodactyl,Rare,Dark Explorers,Black & White,,5.5,2012/05/09,[142],Naoyo Kimura,Non référencé
sm11-54,Raichu & Alolan Raichu-GX,Rare Holo GX,Unified Minds,Sun & Moon,9.38,,2019/08/02,[26],Mitsuhiro Arita,#165
bw10-64,Salamence,Rare Holo,Plasma Blast,Black & White,2.36,7.44,2013/08/14,[373],Naoki Saito,#62
ecard2-34,Slowking,Rare,Aquapolis,E-Card,,29.98,2003/01/15,[199],Aya Kusube,Non référencé
sma-SV53,Alolan Ninetales-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,16.5,,2019/08/23,[38],5ban Graphics,#91
swshp-SWSH052,Gengar,Promo,SWSH Black Star Promos,Sword & Shield,13.08,,2019/11/15,[94],Shibuzoh.,#10
bwp-BW45,Mewtwo-EX,Promo,BW Black Star Promos,Black & White,6.11,,2011/03/01,[150],Toyste Beach,#33
xy10-55,Umbreon-EX,Rare Holo EX,Fates Collide,XY,13.1,,2016/05/02,[197],Ayaka Yoshida,#5
xy12-53,Mew,Rare Holo,Evolutions,XY,5.88,4.22,2016/11/02,[151],Ken Sugimori,#33
base6-53,Meowth,Uncommon,Legendary Collection,Other,,67.18,2002/05/24,[52],Mitsuhiro Arita,Non référencé
sma-SV50,Ho-Oh-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,13.62,,2019/08/23,[250],5ban Graphics,#96
base6-52,Magikarp,Uncommon,Legendary Collection,Other,,150.0,2002/05/24,[129],Mitsuhiro Arita,Non référencé
ecard1-51,Machamp,Rare,Expedition Base Set,E-Card,,16.09,2002/09/15,[68],Shin-ichi Yoshida,Non référencé
ecard2-33,Slowbro,Rare,Aquapolis,E-Card,,25.48,2003/01/15,[80],Aya Kusube,Non référencé
base6-54,Metapod,Uncommon,Legendary Collection,Other,,29.35,2002/05/24,[11],Ken Sugimori,Non référencé
ecard1-52,Magby,Rare,Expedition Base Set,E-Card,,9.98,2002/09/15,[240],Mitsuhiro Arita,Non référencé
ecard1-50,Kingler,Rare,Expedition Base Set,E-Card,,5.32,2002/09/15,[99],Shin-ichi Yoshida,Non référencé
ecard2-32,Scizor,Rare,Aquapolis,E-Card,,44.97,2003/01/15,[212],Hisao Nakamura,#37
ecard3-24,Piloswine,Rare,Skyridge,E-Card,,37.48,2003/05/12,[221],Yuka Morii,Non référencé
ex2-54,Wynaut,Uncommon,Sandstorm,EX,,5.43,2003/09/18,[360],Kagemaru Himeno,Non référencé
xy9-52,Espeon-EX,Rare Holo EX,BREAKpoint,XY,7.46,,2016/02/03,[196],Ayaka Yoshida,#46
sma-SV54,Articuno-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,15.1,,2019/08/23,[144],5ban Graphics,#184
ecard1-54,Meganium,Rare,Expedition Base Set,E-Card,,15.76,2002/09/15,[154],Hajime Kusajima,Non référencé
ecard2-35,Steelix,Rare,Aquapolis,E-Card,,25.0,2003/01/15,[208],Hajime Kusajima,Non référencé
dp6-57,Houndoom,Uncommon,Legends Awakened,Diamond & Pearl,,8.84,2008/08/01,[229],Kouki Saitou,#120
base6-55,Nidorina,Uncommon,Legendary Collection,Other,,36.06,2002/05/24,[30],Ken Sugimori,Non référencé
ecard1-53,Meganium,Rare,Expedition Base Set,E-Card,,14.74,2002/09/15,[154],Kagemaru Himeno,Non référencé
pl3-56,Dragonite FB,Uncommon,Supreme Victors,Platinum,,10.66,2009/08/19,[149],Shin Nagasawa,#32
ecard3-26,Poliwrath,Rare,Skyridge,E-Card,,48.95,2003/05/12,[62],Naoyo Kimura,Non référencé
xy2-69,M Charizard-EX,Rare Holo EX,Flashfire,XY,117.27,,2014/05/07,[6],5ban Graphics,#4
bw5-54,Groudon-EX,Rare Holo EX,Dark Explorers,Black & White,29.98,,2012/05/09,[383],Shizurow,#153
bw10-65,Dialga-EX,Rare Holo EX,Plasma Blast,Black & White,12.55,,2013/08/14,[483],Eske Yoshinob,#125
ecard3-28,Raikou,Rare,Skyridge,E-Card,,49.0,2003/05/12,[243],Mitsuhiro Arita,Non référencé
bwp-BW51,Crobat,Promo,BW Black Star Promos,Black & White,9.07,,2011/03/01,[169],5ban Graphics,#74
ecard2-37,Suicune,Rare,Aquapolis,E-Card,,56.24,2003/01/15,[245],Atsuko Nishida,#57
xy6-60,Rayquaza-EX,Rare Holo EX,Roaring Skies,XY,5.02,,2015/05/06,[384],PLANETA,#8
xy6-61,M Rayquaza-EX,Rare Holo EX,Roaring Skies,XY,38.6,,2015/05/06,[384],5ban Graphics,#8
bw10-66,Palkia-EX,Rare Holo EX,Plasma Blast,Black & White,8.7,,2013/08/14,[484],Eske Yoshinob,Non référencé
sma-SV55,Glaceon-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,20.48,,2019/08/23,[471],5ban Graphics,#58
xy6-59,M Latios-EX,Rare Holo EX,Roaring Skies,XY,7.68,,2015/05/06,[381],5ban Graphics,#149
ecard2-36,Sudowoodo,Rare,Aquapolis,E-Card,,18.46,2003/01/15,[185],Kagemaru Himeno,Non référencé
bw7-63,Dusknoir,Rare Holo,Boundaries Crossed,Black & White,4.18,5.52,2012/11/07,[477],kawayoo,Non référencé
base6-57,Omanyte,Uncommon,Legendary Collection,Other,,44.99,2002/05/24,[138],Kagemaru Himeno,Non référencé
bw8-62,Giratina,Rare,Plasma Storm,Black & White,,5.47,2013/02/06,[487],5ban Graphics,#77
ecard3-29,Rhydon,Rare,Skyridge,E-Card,,28.89,2003/05/12,[112],Mitsuhiro Arita,Non référencé
ecard2-38,Tentacruel,Rare,Aquapolis,E-Card,,18.39,2003/01/15,[73],Hajime Kusajima,Non référencé
dp6-61,Lucario,Uncommon,Legends Awakened,Diamond & Pearl,,5.82,2008/08/01,[448],Naoyo Kimura,#2
bw9-64,Umbreon,Rare Holo,Plasma Freeze,Black & White,27.71,37.23,2013/05/08,[197],5ban Graphics,#5
ecard1-55,Mew,Rare,Expedition Base Set,E-Card,,58.99,2002/09/15,[151],Hajime Kusajima,#33
ecard3-27,Raichu,Rare,Skyridge,E-Card,,39.81,2003/05/12,[26],Yuka Morii,#165
bwp-BW49,Lilligant,Promo,BW Black Star Promos,Black & White,7.91,,2011/03/01,[549],Naoki Saito,#162
base6-56,Nidorino,Uncommon,Legendary Collection,Other,,57.98,2002/05/24,[33],Mitsuhiro Arita,Non référencé
sma-SV56,Greninja-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,44.07,,2019/08/23,[658],5ban Graphics,#1
ecard1-56,Mewtwo,Rare,Expedition Base Set,E-Card,,60.0,2002/09/15,[150],Kimiya Masago,#33
ecard3-30,Starmie,Rare,Skyridge,E-Card,,15.5,2003/05/12,[121],Hajime Kusajima,Non référencé
ecard1-57,Ninetales,Rare,Expedition Base Set,E-Card,,17.9,2002/09/15,[38],Atsuko Nishida,#91
bwp-BW53,Flygon,Promo,BW Black Star Promos,Black & White,8.59,,2011/03/01,[330],BERUBURI,#26
bw3-60,Chandelure,Rare,Noble Victories,Black & White,,16.74,2011/11/16,[609],Naoyo Kimura,#18
xy3-54,Lucario-EX,Rare Holo EX,Furious Fists,XY,5.5,,2014/08/13,[448],Eske Yoshinob,#2
base6-60,Rapidash,Uncommon,Legendary Collection,Other,,47.02,2002/05/24,[78],Mitsuhiro Arita,Non référencé
bw7-67,Cresselia-EX,Rare Holo EX,Boundaries Crossed,Black & White,6.74,,2012/11/07,[488],Hideaki Hakozaki,Non référencé
base6-61,Raticate,Uncommon,Legendary Collection,Other,,38.61,2002/05/24,[20],Ken Sugimori,Non référencé
sma-SV57,Electrode-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,8.23,,2019/08/23,[101],5ban Graphics,Non référencé
base6-59,Primeape,Uncommon,Legendary Collection,Other,,49.99,2002/05/24,[57],Kagemaru Himeno,Non référencé
ecard2-39,Togetic,Rare,Aquapolis,E-Card,,19.95,2003/01/15,[176],Kagemaru Himeno,Non référencé
xy8-60,Gengar,Rare Holo,BREAKthrough,XY,4.85,5.87,2015/11/04,[94],Saya Tsuruta,#10
ecard1-58,Pichu,Rare,Expedition Base Set,E-Card,,13.81,2002/09/15,[172],Atsuko Nishida,#114
xy11-68,M Steelix-EX,Rare Holo EX,Steam Siege,XY,5.24,,2016/08/03,[208],5ban Graphics,Non référencé
ecard3-32,Umbreon,Rare,Skyridge,E-Card,,69.53,2003/05/12,[197],Atsuko Nishida,#5
xy3-55,M Lucario-EX,Rare Holo EX,Furious Fists,XY,16.24,,2014/08/13,[448],5ban Graphics,#2
ecard2-41,Umbreon,Rare,Aquapolis,E-Card,,249.99,2003/01/15,[197],Mitsuhiro Arita,#5
pl3-62,Ivysaur,Uncommon,Supreme Victors,Platinum,,5.06,2009/08/19,[2],Kanako Eo,Non référencé
dp4-57,Unown [G],Uncommon,Great Encounters,Diamond & Pearl,,9.99,2008/02/01,[201],Daisuke Ito,Non référencé
base6-58,Omastar,Uncommon,Legendary Collection,Other,,43.98,2002/05/24,[139],Ken Sugimori,Non référencé
pl3-60,Garchomp C,Uncommon,Supreme Victors,Platinum,,15.0,2009/08/19,[445],kawayoo,#7
ecard3-31,Steelix,Rare,Skyridge,E-Card,,61.94,2003/05/12,[208],Hikaru Koike,Non référencé
sm115-66,Moltres & Zapdos & Articuno-GX,Rare Ultra,Hidden Fates,Sun & Moon,11.29,,2019/08/23,"[144, 145, 146]",5ban Graphics,#184
sma-SV58,Xurkitree-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,7.19,,2019/08/23,[796],5ban Graphics,Non référencé
bw9-67,Absol,Rare Holo,Plasma Freeze,Black & White,5.81,4.43,2013/05/08,[359],5ban Graphics,#53
xyp-XY57,Fearow,Promo,XY Black Star Promos,XY,11.89,,2013/10/12,[22],match,Non référencé
ecard1-59,Pidgeot,Rare,Expedition Base Set,E-Card,,16.98,2002/09/15,[18],Tomokazu Komiya,Non référencé
ecard2-40,Tyranitar,Rare,Aquapolis,E-Card,,89.99,2003/01/15,[248],Naoyo Kimura,#12
sm35-56,Shining Rayquaza,Rare Shining,Shining Legends,Sun & Moon,30.23,,2017/10/06,[384],Naoki Saito,#8
sma-SV59,Mewtwo-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,50.11,,2019/08/23,[150],5ban Graphics,#33
sm35-57,Shining Arceus,Rare Shining,Shining Legends,Sun & Moon,12.43,,2017/10/06,[493],Kouki Saitou,#63
bw5-60,Umbreon,Uncommon,Dark Explorers,Black & White,,14.42,2012/05/09,[197],TOKIYA,#5
sma-SV60,Espeon-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,59.93,,2019/08/23,[196],5ban Graphics,#46
ecard1-60,Poliwrath,Rare,Expedition Base Set,E-Card,,10.45,2002/09/15,[62],Yuka Morii,Non référencé
base6-62,Sandslash,Uncommon,Legendary Collection,Other,,46.65,2002/05/24,[28],Ken Sugimori,Non référencé
ecard1-61,Raichu,Rare,Expedition Base Set,E-Card,,18.09,2002/09/15,[26],Atsuko Nishida,#165
xyp-XY59,Salamence,Promo,XY Black Star Promos,XY,10.33,,2013/10/12,[373],Naoki Saito,#62
xyp-XY60,Gyarados,Promo,XY Black Star Promos,XY,72.18,,2013/10/12,[130],TOKIYA,Non référencé
ecard1-63,Skarmory,Rare,Expedition Base Set,E-Card,,13.45,2002/09/15,[227],Kimiya Masago,Non référencé
bwp-BW59,White Kyurem,Promo,BW Black Star Promos,Black & White,11.34,,2011/03/01,[646],Shin Nagasawa,#189
sm75-67,Dragonite-GX,Rare Ultra,Dragon Majesty,Sun & Moon,12.62,,2018/09/07,[149],5ban Graphics,#32
base6-65,Tauros,Uncommon,Legendary Collection,Other,,39.5,2002/05/24,[128],Kagemaru Himeno,Non référencé
ecard2-44,Zapdos,Rare,Aquapolis,E-Card,,33.89,2003/01/15,[145],Hajime Kusajima,Non référencé
ex12-72,Cursed Stone,Uncommon,Legend Maker,EX,,6.92,2006/02/01,,Ryo Ueda,Non référencé
xy8-63,M Mewtwo-EX,Rare Holo EX,BREAKthrough,XY,20.46,,2015/11/04,[150],5ban Graphics,#33
ecard2-43,Vileplume,Rare,Aquapolis,E-Card,,27.56,2003/01/15,[45],Kyoko Umemoto,Non référencé
base6-63,Seadra,Uncommon,Legendary Collection,Other,,39.3,2002/05/24,[117],Ken Sugimori,#232
smp-SM60,Charizard-GX,Promo,SM Black Star Promos,Sun & Moon,23.87,,2017/02/03,[6],5ban Graphics,#4
xy8-64,M Mewtwo-EX,Rare Holo EX,BREAKthrough,XY,14.24,,2015/11/04,[150],5ban Graphics,#33
ecard3-34,Wigglytuff,Rare,Skyridge,E-Card,,29.75,2003/05/12,[40],Hizuki Misono,Non référencé
dp3-72,Unown [Z],Uncommon,Secret Wonders,Diamond & Pearl,,6.25,2007/11/01,[201],Kazuyuki Kano,Non référencé
sma-SV61,Banette-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,5.59,,2019/08/23,[354],5ban Graphics,#182
ecard3-35,Xatu,Rare,Skyridge,E-Card,,18.0,2003/05/12,[178],Atsuko Nishida,Non référencé
sma-SV62,Nihilego-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,6.95,,2019/08/23,[793],5ban Graphics,Non référencé
bwp-BW58,Black Kyurem,Promo,BW Black Star Promos,Black & White,9.04,,2011/03/01,[646],Shin Nagasawa,#189
ecard1-62,Rapidash,Rare,Expedition Base Set,E-Card,,10.91,2002/09/15,[78],Kagemaru Himeno,Non référencé
ex12-73,Fieldworker,Uncommon,Legend Maker,EX,,44.95,2006/02/01,,Ken Sugimori,Non référencé
bw5-63,Darkrai-EX,Rare Holo EX,Dark Explorers,Black & White,8.38,,2012/05/09,[491],Shizurow,#44
sm75-66,Kingdra-GX,Rare Ultra,Dragon Majesty,Sun & Moon,5.48,,2018/09/07,[230],5ban Graphics,Non référencé
sma-SV63,Naganadel-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,5.98,,2019/08/23,[804],5ban Graphics,Non référencé
ecard3-36,Electrode,Uncommon,Skyridge,E-Card,,31.21,2003/05/12,[101],Sumiyoshi Kizuki,Non référencé
ecard3-37,Kabuto,Uncommon,Skyridge,E-Card,,15.4,2003/05/12,[140],Yukiko Baba,Non référencé
xy2-79,M Kangaskhan-EX,Rare Holo EX,Flashfire,XY,8.15,,2014/05/07,[115],5ban Graphics,Non référencé
sm115-68,Jessie & James,Rare Ultra,Hidden Fates,Sun & Moon,19.68,,2019/08/23,,Megumi Mizutani,Non référencé
ecard2-42,Victreebel,Rare,Aquapolis,E-Card,,9.45,2003/01/15,[71],Miki Tanaka,Non référencé
bw5-61,Umbreon,Uncommon,Dark Explorers,Black & White,,44.88,2012/05/09,[197],Kouki Saitou,#5
bwp-BW57,Haxorus,Promo,BW Black Star Promos,Black & White,8.47,,2011/03/01,[612],kawayoo,#67
sm75-65,Reshiram-GX,Rare Ultra,Dragon Majesty,Sun & Moon,7.58,,2018/09/07,[643],PLANETA Igarashi,#87
sm115-69,Moltres & Zapdos & Articuno-GX,Rare Rainbow,Hidden Fates,Sun & Moon,14.07,,2019/08/23,"[144, 145, 146]",5ban Graphics,#184
bw5-62,Sableye,Uncommon,Dark Explorers,Black & White,,10.66,2012/05/09,[302],kawayoo,#207
base6-64,Snorlax,Uncommon,Legendary Collection,Other,,212.02,2002/05/24,[143],Ken Sugimori,#89
sm10-61,Muk & Alolan Muk-GX,Rare Holo GX,Unbroken Bonds,Sun & Moon,5.4,,2019/05/03,[89],Mitsuhiro Arita,#124
sma-SV64,Lucario-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,21.82,,2019/08/23,[448],5ban Graphics,#2
swsh35-74,Charizard VMAX,Rare Rainbow,Champion's Path,Sword & Shield,164.66,,2020/09/25,[6],aky CG Works,#4
swshp-SWSH066,Charizard,Promo,SWSH Black Star Promos,Sword & Shield,599.98,,2019/11/15,[6],NC Empire,#4
ecard2-46,Dodrio,Uncommon,Aquapolis,E-Card,,6.65,2003/01/15,[85],Yukiko Baba,Non référencé
bw6-71,Terrakion-EX,Rare Holo EX,Dragons Exalted,Black & White,6.18,,2012/08/15,[639],Eske Yoshinob,Non référencé
hgss3-71,Burned Tower,Uncommon,HS—Undaunted,HeartGold & SoulSilver,,7.3,2010/08/18,,Ryo Ueda,Non référencé
dp3-75,Wartortle,Uncommon,Secret Wonders,Diamond & Pearl,,8.77,2007/11/01,[8],Ken Sugimori,Non référencé
ecard1-64,Typhlosion,Rare,Expedition Base Set,E-Card,,38.95,2002/09/15,[157],Hiroaki Ito,#35
base6-66,Tentacruel,Uncommon,Legendary Collection,Other,,54.58,2002/05/24,[73],Kagemaru Himeno,Non référencé
bw3-67,Archeops,Rare,Noble Victories,Black & White,,12.35,2011/11/16,[567],Kouki Saitou,Non référencé
sma-SV66,Lycanroc-GX,Rare Shiny GX,Hidden Fates Shiny Vault,Sun & Moon,6.05,,2019/08/23,[745],5ban Graphics,#24
