id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,popularite
ecard3-135,Mystery Plate γ,Uncommon,Skyridge,E-Card,,8.63,2003/05/12,,Hiromichi Sugiyama,Non référencé
sm9-181,Sabrina's Suggestion,Rare Ultra,Team Up,Sun & Moon,105.04,,2019/02/01,,Hitoshi Ariga,Non référencé
sm7-156,Mr. Mime-GX,Rare Ultra,Celestial Storm,Sun & Moon,8.94,,2018/08/03,[122],5ban Graphics,Non référencé
xyp-XY154,Ho-Oh BREAK,Promo,XY Black Star Promos,XY,10.5,,2013/10/12,[250],5ban Graphics,#96
sm9-169,Latias & Latios-GX,Rare Ultra,Team Up,Sun & Moon,33.79,,2019/02/01,"[380, 381]",5ban Graphics,#99
ecard3-125,Fisherman,Uncommon,Skyridge,E-Card,,39.83,2003/05/12,,Kagemaru Himeno,Non référencé
sm12-165,Mega Lopunny & Jigglypuff-GX,Rare Holo GX,Cosmic Eclipse,Sun & Moon,6.28,,2019/11/01,"[39, 428]",Mitsuhiro Arita,#159
sm7-158,Scizor-GX,Rare Ultra,Celestial Storm,Sun & Moon,10.19,,2018/08/03,[212],5ban Graphics,#37
xyp-XY156,Lugia,Promo,XY Black Star Promos,XY,9.42,,2013/10/12,[249],Hajime Kusajima,#15
smp-SM166,Magikarp & Wailord-GX,Promo,SM Black Star Promos,Sun & Moon,29.91,,2017/02/03,"[129, 321]",Mitsuhiro Arita,Non référencé
sm5-157,Leafeon-GX,Rare Rainbow,Ultra Prism,Sun & Moon,68.0,,2018/02/02,[470],5ban Graphics,#80
sm7-160,Rayquaza-GX,Rare Ultra,Celestial Storm,Sun & Moon,25.05,,2018/08/03,[384],5ban Graphics,#8
xyp-XY158,M Beedrill-EX,Promo,XY Black Star Promos,XY,11.98,,2013/10/12,[15],5ban Graphics,Non référencé
sm3-158,Darkrai-GX,Rare Rainbow,Burning Shadows,Sun & Moon,19.27,,2017/08/05,[491],5ban Graphics,#44
sm5-160,Xurkitree-GX,Rare Rainbow,Ultra Prism,Sun & Moon,12.33,,2018/02/02,[796],5ban Graphics,Non référencé
sm3-159,Gardevoir-GX,Rare Rainbow,Burning Shadows,Sun & Moon,19.51,,2017/08/05,[282],5ban Graphics,#9
sm7-162,Bill's Maintenance,Rare Ultra,Celestial Storm,Sun & Moon,14.42,,2018/08/03,,Sanosuke Sakuma,Non référencé
ecard2-139,Power Plant,Uncommon,Aquapolis,E-Card,,5.99,2003/01/15,,Kai Ishikawa,Non référencé
sm7-163,Copycat,Rare Ultra,Celestial Storm,Sun & Moon,22.78,,2018/08/03,,Megumi Mizutani,Non référencé
ecard3-132,Mirage Stadium,Uncommon,Skyridge,E-Card,,10.97,2003/05/12,,Midori Harada,Non référencé
sm9-177,Jasmine,Rare Ultra,Team Up,Sun & Moon,70.81,,2019/02/01,,Hideki Ishikawa,Non référencé
sm7-165,Steven's Resolve,Rare Ultra,Celestial Storm,Sun & Moon,20.45,,2018/08/03,,Hitoshi Ariga,Non référencé
ecard3-133,Mystery Plate α,Uncommon,Skyridge,E-Card,,19.6,2003/05/12,,Hiromichi Sugiyama,Non référencé
sm9-178,Morgan,Rare Ultra,Team Up,Sun & Moon,29.38,,2019/02/01,,Kagemaru Himeno,Non référencé
sm3-163,Escape Rope,Rare Secret,Burning Shadows,Sun & Moon,23.95,,2017/08/05,,Toyste Beach,Non référencé
sm7-167,TV Reporter,Rare Ultra,Celestial Storm,Sun & Moon,45.34,,2018/08/03,,nagimiso,Non référencé
smp-SM176,Eevee-GX,Promo,SM Black Star Promos,Sun & Moon,9.89,,2017/02/03,[133],PLANETA Otani,#20
xyp-XY167,Garchomp-EX,Promo,XY Black Star Promos,XY,8.25,,2013/10/12,[445],Ryo Ueda,#7
swsh2-177,Ninetales V,Rare Ultra,Rebel Clash,Sword & Shield,14.08,,2020/05/01,[38],Saki Hayashiro,#91
ecard2-148,Kingdra,Rare Secret,Aquapolis,E-Card,271.94,,2003/01/15,[230],Mikio Menjo,Non référencé
ecard3-139,Star Piece,Uncommon,Skyridge,E-Card,,15.68,2003/05/12,,Jungo Suzuki,Non référencé
ecard3-140,Underground Expedition,Uncommon,Skyridge,E-Card,,22.27,2003/05/12,,Kagemaru Himeno,Non référencé
sm7-172,Electrode-GX,Rare Rainbow,Celestial Storm,Sun & Moon,9.05,,2018/08/03,[101],5ban Graphics,Non référencé
sm9-186,Gengar & Mimikyu-GX,Rare Rainbow,Team Up,Sun & Moon,145.03,,2019/02/01,"[94, 778]",5ban Graphics,#3
sm5-171,Unit Energy LightningPsychicMetal,Rare Secret,Ultra Prism,Sun & Moon,13.45,,2018/02/02,,,Non référencé
ecard3-144,Retro Energy,Uncommon,Skyridge,E-Card,,25.21,2003/05/12,,Shin-ichi Yoshikawa,Non référencé
sm7-176,Stakataka-GX,Rare Rainbow,Celestial Storm,Sun & Moon,9.44,,2018/08/03,[805],5ban Graphics,Non référencé
xyp-XY174,Pikachu-EX,Promo,XY Black Star Promos,XY,5.28,,2013/10/12,[25],5ban Graphics,#19
ecard3-147,Crobat,Rare Secret,Skyridge,E-Card,,187.0,2003/05/12,[169],Atsuko Nishida,#74
smp-SM189,Blastoise-GX,Promo,SM Black Star Promos,Sun & Moon,6.43,,2017/02/03,[9],sadaji,#106
swsh2-189,Boss's Orders,Rare Ultra,Rebel Clash,Sword & Shield,40.37,,2020/05/01,,nagimiso,Non référencé
sm7-180,Life Herb,Rare Secret,Celestial Storm,Sun & Moon,5.07,,2018/08/03,,Ryo Ueda,Non référencé
swsh4-180,Bea,Rare Ultra,Vivid Voltage,Sword & Shield,6.33,,2020/11/13,,Hideki Ishikawa,Non référencé
smp-SM191,Mewtwo & Mew-GX,Promo,SM Black Star Promos,Sun & Moon,62.95,,2017/02/03,"[150, 151]",sui,#33
swsh4-183,Nessa,Rare Ultra,Vivid Voltage,Sword & Shield,8.21,,2020/11/13,,Ryuta Fuse,Non référencé
swsh2-195,Inteleon VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,9.78,,2020/05/01,[818],5ban Graphics,#82
ecard2-145,Boost Energy,Uncommon,Aquapolis,E-Card,,8.97,2003/01/15,,Shin-ichi Yoshikawa,Non référencé
xyp-XY166,M Gengar-EX,Promo,XY Black Star Promos,XY,56.36,,2013/10/12,[94],5ban Graphics,#10
ecard3-136,Mystery Plate δ,Uncommon,Skyridge,E-Card,,25.99,2003/05/12,,Hiromichi Sugiyama,Non référencé
sm7-169,Shiftry-GX,Rare Rainbow,Celestial Storm,Sun & Moon,6.11,,2018/08/03,[275],PLANETA Igarashi,Non référencé
ecard2-146,Crystal Energy,Uncommon,Aquapolis,E-Card,,6.3,2003/01/15,,Shin-ichi Yoshikawa,Non référencé
ecard3-137,Mystery Zone,Uncommon,Skyridge,E-Card,,18.46,2003/05/12,,Ken Ikuji,Non référencé
sm5-167,Escape Board,Rare Secret,Ultra Prism,Sun & Moon,5.89,,2018/02/02,,Toyste Beach,Non référencé
xyp-XY168,M Garchomp-EX,Promo,XY Black Star Promos,XY,43.43,,2013/10/12,[445],5ban Graphics,#7
sm5-168,Missing Clover,Rare Secret,Ultra Prism,Sun & Moon,6.85,,2018/02/02,,Toyste Beach,Non référencé
swsh2-179,Milotic V,Rare Ultra,Rebel Clash,Sword & Shield,8.12,,2020/05/01,[350],Ayaka Yoshida,#51
ecard2-149,Lugia,Rare Secret,Aquapolis,E-Card,2386.0,,2003/01/15,[249],Naoyo Kimura,#15
ecard2-150,Nidoking,Rare Secret,Aquapolis,E-Card,473.46,,2003/01/15,[34],Hironobu Yoshida,#156
ecard3-141,Underground Lake,Uncommon,Skyridge,E-Card,,19.4,2003/05/12,,Midori Harada,Non référencé
sm9-188,Incineroar-GX,Rare Rainbow,Team Up,Sun & Moon,12.1,,2019/02/01,[727],5ban Graphics,#47
ecard3-142,Bounce Energy,Uncommon,Skyridge,E-Card,,15.0,2003/05/12,,Shin-ichi Yoshikawa,Non référencé
sm9-189,Cobalion-GX,Rare Rainbow,Team Up,Sun & Moon,9.5,,2019/02/01,[638],5ban Graphics,Non référencé
ecard3-149,Ho-oh,Rare Secret,Skyridge,E-Card,400.0,320.0,2003/05/12,[250],Hajime Kusajima,Non référencé
xyp-XY178,Absol,Promo,XY Black Star Promos,XY,11.29,,2013/10/12,[359],Hasuno,#53
swsh2-191,Oleana,Rare Ultra,Rebel Clash,Sword & Shield,5.95,,2020/05/01,,kirisAki,Non référencé
swsh2-192,Sonia,Rare Ultra,Rebel Clash,Sword & Shield,19.53,,2020/05/01,,Naoki Saito,Non référencé
sm12-193,Guzma & Hala,Uncommon,Cosmic Eclipse,Sun & Moon,,6.18,2019/11/01,,Ken Sugimori,Non référencé
xyp-XY183,Mewtwo-EX,Promo,XY Black Star Promos,XY,5.51,,2013/10/12,[150],5ban Graphics,#33
smp-SM197,Greninja-GX,Promo,SM Black Star Promos,Sun & Moon,8.48,,2017/02/03,[658],MPC Film,#1
swsh4-186,Orbeetle VMAX,Rare Rainbow,Vivid Voltage,Sword & Shield,5.97,,2020/11/13,[826],5ban Graphics,Non référencé
swsh4-188,Pikachu VMAX,Rare Rainbow,Vivid Voltage,Sword & Shield,118.04,,2020/11/13,[25],aky CG Works,#19
swsh2-200,Boss's Orders,Rare Rainbow,Rebel Clash,Sword & Shield,24.67,,2020/05/01,,nagimiso,Non référencé
swsh2-201,Milo,Rare Rainbow,Rebel Clash,Sword & Shield,6.17,,2020/05/01,,Hitoshi Ariga,Non référencé
swsh4-190,Aegislash VMAX,Rare Rainbow,Vivid Voltage,Sword & Shield,7.0,,2020/11/13,[681],aky CG Works,#17
swsh4-193,Bea,Rare Rainbow,Vivid Voltage,Sword & Shield,5.22,,2020/11/13,,Hideki Ishikawa,Non référencé
swsh2-205,Galarian Perrserker,Rare Secret,Rebel Clash,Sword & Shield,6.31,,2020/05/01,[863],PLANETA Tsuji,Non référencé
swsh3-193,Scizor VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,7.69,,2020/08/14,[212],5ban Graphics,#37
sm8-196,Sceptile-GX,Rare Ultra,Lost Thunder,Sun & Moon,5.76,,2018/11/02,[254],Yoshinobu Saito,#28
sm10-192,Pheromosa & Buzzwole-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,34.46,,2019/05/03,"[794, 795]",kirisAki,#119
swsh3-194,Salamence VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,8.24,,2020/08/14,[373],5ban Graphics,#62
sm12-211,Vileplume-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,43.07,,2019/11/01,[45],Kagemaru Himeno,Non référencé
swsh1-204,Morpeko VMAX,Rare Rainbow,Sword & Shield,Sword & Shield,7.5,,2020/02/07,[877],5ban Graphics,#132
sm12-214,Blastoise & Piplup-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,22.04,,2019/11/01,"[9, 393]",5ban Graphics,#38
swsh1-206,Snorlax VMAX,Rare Rainbow,Sword & Shield,Sword & Shield,37.44,,2020/02/07,[143],aky CG Works,#89
xyp-XY205,Gym Badge,Promo,XY Black Star Promos,XY,6.82,,2013/10/12,,Ryo Ueda,Non référencé
swsh1-211,Zacian V,Rare Secret,Sword & Shield,Sword & Shield,10.42,,2020/02/07,[888],5ban Graphics,#59
sm12-223,Naganadel & Guzzlord-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,8.07,,2019/11/01,"[799, 804]",5ban Graphics,Non référencé
sm12-225,Mega Lopunny & Jigglypuff-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,10.52,,2019/11/01,"[39, 428]",aky CG Works,#159
sm8-211,Mina,Rare Ultra,Lost Thunder,Sun & Moon,51.62,,2018/11/02,,You Iribi,Non référencé
smp-SM229,Venusaur & Snivy-GX,Promo,SM Black Star Promos,Sun & Moon,18.33,,2017/02/03,"[3, 495]",Yuka Morii,#104
sm8-213,Professor Elm's Lecture,Rare Ultra,Lost Thunder,Sun & Moon,55.43,,2018/11/02,,Hideki Ishikawa,Non référencé
sm12-230,Lillie's Full Force,Rare Ultra,Cosmic Eclipse,Sun & Moon,125.16,,2019/11/01,,Noriko Uono,Non référencé
sm11-215,Rowlet & Alolan Exeggutor-GX,Rare Ultra,Unified Minds,Sun & Moon,48.76,,2019/08/02,"[103, 722]",Naoyo Kimura,#16
sm8-218,Magcargo-GX,Rare Rainbow,Lost Thunder,Sun & Moon,6.78,,2018/11/02,[219],5ban Graphics,Non référencé
sm12-233,Professor Oak's Setup,Rare Ultra,Cosmic Eclipse,Sun & Moon,28.64,,2019/11/01,,Nabana Kensaku,Non référencé
sm8-222,Sigilyph-GX,Rare Rainbow,Lost Thunder,Sun & Moon,6.18,,2018/11/02,[561],PLANETA Igarashi,Non référencé
sm11-222,Mewtwo & Mew-GX,Rare Ultra,Unified Minds,Sun & Moon,47.61,,2019/08/02,"[150, 151]",5ban Graphics,#33
sm8-228,Adventure Bag,Rare Secret,Lost Thunder,Sun & Moon,9.11,,2018/11/02,,Yoshinobu Saito,Non référencé
sm11-228,Garchomp & Giratina-GX,Rare Ultra,Unified Minds,Sun & Moon,22.11,,2019/08/02,"[445, 487]",aky CG Works,#7
sm10-223,Honchkrow-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,6.85,,2019/05/03,[430],sadaji,Non référencé
sm8-230,Counter Gain,Rare Secret,Lost Thunder,Sun & Moon,14.75,,2018/11/02,,Toyste Beach,Non référencé
sm10-225,Gardevoir & Sylveon-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,54.74,,2019/05/03,"[282, 700]",5ban Graphics,#6
sm10-226,Whimsicott-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,8.24,,2019/05/03,[547],5ban Graphics,#98
sm8-233,Lost Blender,Rare Secret,Lost Thunder,Sun & Moon,10.31,,2018/11/02,,5ban Graphics,Non référencé
sm12-250,Vileplume-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,28.33,,2019/11/01,[45],Kagemaru Himeno,Non référencé
sm11-234,Grimsley,Rare Ultra,Unified Minds,Sun & Moon,6.66,,2019/08/02,,kodama,Non référencé
sm11-237,Rowlet & Alolan Exeggutor-GX,Rare Rainbow,Unified Minds,Sun & Moon,13.34,,2019/08/02,"[103, 722]",ConceptLab,#16
sm12-256,Flygon-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,15.22,,2019/11/01,[330],PLANETA Tsuji,#26
sm12-257,Alolan Persian-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,7.55,,2019/11/01,[53],PLANETA Tsuji,Non référencé
sm12-258,Arceus & Dialga & Palkia-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,40.27,,2019/11/01,"[483, 484, 493]",5ban Graphics,#63
sm12-259,Reshiram & Zekrom-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,60.66,,2019/11/01,"[643, 644]",Naoki Saito,#75
swsh2-198,Malamar VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,6.51,,2020/05/01,[687],5ban Graphics,#237
smp-SM201,Reshiram & Charizard-GX,Promo,SM Black Star Promos,Sun & Moon,41.08,,2017/02/03,"[6, 643]",Ryota Murayama,#4
swsh2-204,Frosmoth,Rare Secret,Rebel Clash,Sword & Shield,6.92,,2020/05/01,[873],PLANETA Tsuji,#170
xyp-XY192,Mew,Promo,XY Black Star Promos,XY,14.98,,2013/10/12,[151],Saya Tsuruta,#33
smp-SM210,Moltres & Zapdos & Articuno-GX,Promo,SM Black Star Promos,Sun & Moon,30.03,,2017/02/03,"[144, 145, 146]",HYOGONOSUKE,#184
swsh1-203,Lapras VMAX,Rare Rainbow,Sword & Shield,Sword & Shield,9.57,,2020/02/07,[131],5ban Graphics,#66
sm12-212,Charizard & Braixen-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,59.38,,2019/11/01,"[6, 654]",5ban Graphics,#4
sm10-194,Reshiram & Charizard-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,37.22,,2019/05/03,"[6, 643]",aky CG Works,#4
sm12-215,Blastoise & Piplup-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,136.01,,2019/11/01,"[9, 393]",Akira Komayama,#38
sm12-216,Solgaleo & Lunala-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,129.54,,2019/11/01,"[791, 792]",Hideki Ishikawa,#108
swsh1-208,Marnie,Rare Rainbow,Sword & Shield,Sword & Shield,12.92,,2020/02/07,,kirisAki,Non référencé
sm10-197,Muk & Alolan Muk-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,36.92,,2019/05/03,[89],Masakazu Fukuda,#124
xyp-XY203,Gym Badge,Promo,XY Black Star Promos,XY,10.08,,2013/10/12,,Ryo Ueda,Non référencé
xyp-XY204,Gym Badge,Promo,XY Black Star Promos,XY,19.36,,2013/10/12,,Ryo Ueda,Non référencé
sm10-199,Marshadow & Machamp-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,70.72,,2019/05/03,"[68, 802]",You Iribi,#152
sm8-205,Alolan Ninetales-GX,Rare Ultra,Lost Thunder,Sun & Moon,11.72,,2018/11/02,[38],5ban Graphics,#91
swsh1-212,Zamazenta V,Rare Secret,Sword & Shield,Sword & Shield,8.64,,2020/02/07,[889],aky CG Works,Non référencé
sm8-210,Kahili,Rare Ultra,Lost Thunder,Sun & Moon,27.23,,2018/11/02,,Megumi Mizutani,Non référencé
sm8-212,Morty,Rare Ultra,Lost Thunder,Sun & Moon,9.24,,2018/11/02,,Sanosuke Sakuma,Non référencé
sm12-227,Silvally-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,22.4,,2019/11/01,[773],Megumi Mizutani,#134
sm12-228,Cynthia & Caitlin,Rare Ultra,Cosmic Eclipse,Sun & Moon,134.85,,2019/11/01,,Sakiko Maeda,Non référencé
sm12-229,Guzma & Hala,Rare Ultra,Cosmic Eclipse,Sun & Moon,33.88,,2019/11/01,,Junsei Kuninobu,Non référencé
smp-SM233,Eevee-GX,Promo,SM Black Star Promos,Sun & Moon,24.87,,2017/02/03,[133],Q-rais,#20
sm10-211,Koga's Trap,Rare Ultra,Unbroken Bonds,Sun & Moon,12.75,,2019/05/03,,TOKIYA,Non référencé
sm11-218,Slowpoke & Psyduck-GX,Rare Ultra,Unified Minds,Sun & Moon,98.28,,2019/08/02,"[54, 79]",Miki Tanaka,#150
swsh2-196,Toxtricity VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,8.54,,2020/05/01,[849],5ban Graphics,#14
swsh4-187,Galarian Darmanitan VMAX,Rare Rainbow,Vivid Voltage,Sword & Shield,6.84,,2020/11/13,[555],5ban Graphics,Non référencé
swsh2-199,Copperajah VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,7.24,,2020/05/01,[879],5ban Graphics,Non référencé
xyp-XY186,Magearna,Promo,XY Black Star Promos,XY,5.08,,2013/10/12,[801],Sanosuke Sakuma,Non référencé
swsh2-202,Oleana,Rare Rainbow,Rebel Clash,Sword & Shield,6.91,,2020/05/01,,kirisAki,Non référencé
swsh2-203,Sonia,Rare Rainbow,Rebel Clash,Sword & Shield,11.71,,2020/05/01,,Naoki Saito,Non référencé
swsh3-190,Butterfree VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,7.87,,2020/08/14,[12],aky CG Works,Non référencé
swsh3-191,Centiskorch VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,6.25,,2020/08/14,[851],5ban Graphics,#155
swsh1-200,Marnie,Rare Ultra,Sword & Shield,Sword & Shield,30.97,,2020/02/07,,kirisAki,Non référencé
swsh3-192,Eternatus VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,11.26,,2020/08/14,[890],5ban Graphics,#112
sm8-199,Blacephalon-GX,Rare Ultra,Lost Thunder,Sun & Moon,6.34,,2018/11/02,[806],5ban Graphics,Non référencé
sm8-206,Mimikyu-GX,Rare Ultra,Lost Thunder,Sun & Moon,19.58,,2018/11/02,[778],5ban Graphics,#3
sm8-207,Lugia-GX,Rare Ultra,Lost Thunder,Sun & Moon,39.19,,2018/11/02,[249],PLANETA Igarashi,#15
sm12-222,Reshiram & Zekrom-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,108.44,,2019/11/01,"[643, 644]",Naoki Saito,#75
xyp-XY208,Gym Badge,Promo,XY Black Star Promos,XY,13.68,,2013/10/12,,Ryo Ueda,Non référencé
sm8-208,Faba,Rare Ultra,Lost Thunder,Sun & Moon,7.89,,2018/11/02,,take,Non référencé
sm8-220,Suicune-GX,Rare Rainbow,Lost Thunder,Sun & Moon,59.24,,2018/11/02,[245],5ban Graphics,#57
sm10-214,Welder,Rare Ultra,Unbroken Bonds,Sun & Moon,34.08,,2019/05/03,,Hitoshi Ariga,Non référencé
smp-SM240,Espeon & Deoxys-GX,Promo,SM Black Star Promos,Sun & Moon,26.83,,2017/02/03,"[196, 386]",Hasuno,#46
smp-SM241,Umbreon & Darkrai-GX,Promo,SM Black Star Promos,Sun & Moon,48.2,,2017/02/03,"[197, 491]",so-taro,#5
sm8-223,Tyranitar-GX,Rare Rainbow,Lost Thunder,Sun & Moon,45.02,,2018/11/02,[248],5ban Graphics,#12
sm12-239,Piplup,Rare Secret,Cosmic Eclipse,Sun & Moon,17.17,,2019/11/01,[393],Tomomi Kaneko,#38
sm11-223,Latios-GX,Rare Ultra,Unified Minds,Sun & Moon,7.43,,2019/08/02,[381],ConceptLab,#149
sm10-218,Blastoise-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,103.41,,2019/05/03,[9],sadaji,#106
sm8-224,Genesect-GX,Rare Rainbow,Lost Thunder,Sun & Moon,14.19,,2018/11/02,[649],Yoshinobu Saito,#226
sm11-226,Mega Sableye & Tyranitar-GX,Rare Ultra,Unified Minds,Sun & Moon,140.39,,2019/08/02,"[248, 302]",chibi,#12
sm12-245,Mimikyu,Rare Secret,Cosmic Eclipse,Sun & Moon,11.42,,2019/11/01,[778],You Iribi,#3
sm10-224,Lucario & Melmetal-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,25.73,,2019/05/03,"[448, 809]",5ban Graphics,#2
sm11-232,Channeler,Rare Ultra,Unified Minds,Sun & Moon,10.37,,2019/08/02,,TOKIYA,Non référencé
sm11-233,Coach Trainer,Rare Ultra,Unified Minds,Sun & Moon,10.54,,2019/08/02,,nagimiso,Non référencé
sm12-251,Charizard & Braixen-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,74.17,,2019/11/01,"[6, 654]",5ban Graphics,#4
sm12-252,Volcarona-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,8.64,,2019/11/01,[637],PLANETA Tsuji,#65
sm11-236,Poké Maniac,Rare Ultra,Unified Minds,Sun & Moon,10.79,,2019/08/02,,Hitoshi Ariga,Non référencé
sm11-241,Raichu & Alolan Raichu-GX,Rare Rainbow,Unified Minds,Sun & Moon,45.44,,2019/08/02,[26],ConceptLab,#165
smp-SM226,Charizard,Promo,SM Black Star Promos,Sun & Moon,21.88,,2017/02/03,[6],2019 Pikachu Project,#4
xyp-XY209,Gym Badge,Promo,XY Black Star Promos,XY,7.89,,2013/10/12,,Ryo Ueda,Non référencé
sm8-209,Judge,Rare Ultra,Lost Thunder,Sun & Moon,16.89,,2018/11/02,,Sanosuke Sakuma,Non référencé
xyp-XY210,Gym Badge,Promo,XY Black Star Promos,XY,7.47,,2013/10/12,,Ryo Ueda,Non référencé
sm10-204,Gardevoir & Sylveon-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,26.77,,2019/05/03,"[282, 700]",5ban Graphics,#6
sm10-205,Gardevoir & Sylveon-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,246.88,,2019/05/03,"[282, 700]",Atsuko Nishida,#6
smp-SM230,Charizard & Braixen-GX,Promo,SM Black Star Promos,Sun & Moon,25.13,,2017/02/03,"[6, 654]",Kagemaru Himeno,#4
sm8-215,Shuckle-GX,Rare Rainbow,Lost Thunder,Sun & Moon,27.02,,2018/11/02,[213],5ban Graphics,#223
sm10-209,Green's Exploration,Rare Ultra,Unbroken Bonds,Sun & Moon,84.12,,2019/05/03,,Naoki Saito,Non référencé
sm8-216,Sceptile-GX,Rare Rainbow,Lost Thunder,Sun & Moon,13.43,,2018/11/02,[254],Yoshinobu Saito,#28
sm12-231,Mallow & Lana,Rare Ultra,Cosmic Eclipse,Sun & Moon,63.49,,2019/11/01,,kirisAki,Non référencé
sm8-219,Blacephalon-GX,Rare Rainbow,Lost Thunder,Sun & Moon,9.72,,2018/11/02,[806],5ban Graphics,Non référencé
sm12-235,Roller Skater,Rare Ultra,Cosmic Eclipse,Sun & Moon,13.88,,2019/11/01,,nagimiso,Non référencé
sm11-220,Raichu & Alolan Raichu-GX,Rare Ultra,Unified Minds,Sun & Moon,18.76,,2019/08/02,[26],ConceptLab,#165
sm11-221,Raichu & Alolan Raichu-GX,Rare Ultra,Unified Minds,Sun & Moon,128.23,,2019/08/02,[26],tetsuya koizumi,#165
sm10-216,Venomoth-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,8.26,,2019/05/03,[49],5ban Graphics,Non référencé
smp-SM242,Eevee-GX,Promo,SM Black Star Promos,Sun & Moon,6.21,,2017/02/03,[133],aky CG Works,#20
sm11-224,Aerodactyl-GX,Rare Ultra,Unified Minds,Sun & Moon,5.09,,2019/08/02,[142],ConceptLab,Non référencé
sm11-225,Mega Sableye & Tyranitar-GX,Rare Ultra,Unified Minds,Sun & Moon,16.12,,2019/08/02,"[248, 302]",5ban Graphics,#12
sm10-221,Marshadow & Machamp-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,21.77,,2019/05/03,"[68, 802]",5ban Graphics,#152
sm10-227,Persian-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,8.54,,2019/05/03,[53],5ban Graphics,Non référencé
sm11-235,Misty's Favor,Rare Ultra,Unified Minds,Sun & Moon,195.19,,2019/08/02,,Hideki Ishikawa,Non référencé
sm8-236,Wait and See Hammer,Rare Secret,Lost Thunder,Sun & Moon,5.42,,2018/11/02,,Yoshinobu Saito,Non référencé
sm12-253,Blastoise & Piplup-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,52.62,,2019/11/01,"[9, 393]",5ban Graphics,#38
sm10-231,Fire Crystal,Rare Secret,Unbroken Bonds,Sun & Moon,8.21,,2019/05/03,,Yoshinobu Saito,Non référencé
sm12-254,Solgaleo & Lunala-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,63.25,,2019/11/01,"[791, 792]",Hideki Ishikawa,#108
sm11-238,Heatran-GX,Rare Rainbow,Unified Minds,Sun & Moon,8.48,,2019/08/02,[485],ConceptLab,Non référencé
sm10-233,Pokégear 3.0,Rare Secret,Unbroken Bonds,Sun & Moon,46.98,,2019/05/03,,Studio Bora Inc.,Non référencé
sm11-239,Slowpoke & Psyduck-GX,Rare Rainbow,Unified Minds,Sun & Moon,51.41,,2019/08/02,"[54, 79]",ConceptLab,#150
sm11-242,Mewtwo & Mew-GX,Rare Rainbow,Unified Minds,Sun & Moon,181.11,,2019/08/02,"[150, 151]",5ban Graphics,#33
swsh4-185,Pokémon Center Lady,Rare Ultra,Vivid Voltage,Sword & Shield,11.17,,2020/11/13,,Sanosuke Sakuma,Non référencé
smp-SM196,Mewtwo-GX,Promo,SM Black Star Promos,Sun & Moon,5.22,,2017/02/03,[150],MPC Film,#33
swsh2-197,Dragapult VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,13.54,,2020/05/01,[887],aky CG Works,#11
swsh4-189,Coalossal VMAX,Rare Rainbow,Vivid Voltage,Sword & Shield,6.91,,2020/11/13,[839],5ban Graphics,Non référencé
