id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,images_url,popularity_rank
sm12-228,Cynthia & Caitlin,Rare Ultra,Cosmic Eclipse,Sun & Moon,135.47,,2019/11/01,,Sakiko Maeda,https://images.pokemontcg.io/sm12/228_hires.png,Not Referenced
sm12-229,Guzma & Hala,Rare Ultra,Cosmic Eclipse,Sun & Moon,34.58,,2019/11/01,,Junsei Kuninobu,https://images.pokemontcg.io/sm12/229_hires.png,Not Referenced
smp-SM233,Eevee-GX,Promo,SM Black Star Promos,Sun & Moon,30.41,,2017/02/03,[133],Q-rais,https://images.pokemontcg.io/smp/SM233_hires.png,#20
sm10-211,Koga's Trap,Rare Ultra,Unbroken Bonds,Sun & Moon,13.23,,2019/05/03,,TOKIYA,https://images.pokemontcg.io/sm10/211_hires.png,Not Referenced
sm11-218,Slowpoke & Psyduck-GX,Rare Ultra,Unified Minds,Sun & Moon,100.01,,2019/08/02,"[54, 79]",Miki Tanaka,https://images.pokemontcg.io/sm11/218_hires.png,#150
swsh2-196,Toxtricity VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,8.67,,2020/05/01,[849],5ban Graphics,https://images.pokemontcg.io/swsh2/196_hires.png,#14
swsh4-187,Galarian Darmanitan VMAX,Rare Rainbow,Vivid Voltage,Sword & Shield,6.79,,2020/11/13,[555],5ban Graphics,https://images.pokemontcg.io/swsh4/187_hires.png,Not Referenced
swsh2-199,Copperajah VMAX,Rare Rainbow,Rebel Clash,Sword & Shield,7.13,,2020/05/01,[879],5ban Graphics,https://images.pokemontcg.io/swsh2/199_hires.png,Not Referenced
xyp-XY186,Magearna,Promo,XY Black Star Promos,XY,5.47,,2013/10/12,[801],Sanosuke Sakuma,https://images.pokemontcg.io/xyp/XY186_hires.png,Not Referenced
swsh2-202,Oleana,Rare Rainbow,Rebel Clash,Sword & Shield,7.02,,2020/05/01,,kirisAki,https://images.pokemontcg.io/swsh2/202_hires.png,Not Referenced
swsh2-203,Sonia,Rare Rainbow,Rebel Clash,Sword & Shield,12.11,,2020/05/01,,Naoki Saito,https://images.pokemontcg.io/swsh2/203_hires.png,Not Referenced
swsh3-190,Butterfree VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,7.67,,2020/08/14,[12],aky CG Works,https://images.pokemontcg.io/swsh3/190_hires.png,Not Referenced
swsh3-191,Centiskorch VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,6.21,,2020/08/14,[851],5ban Graphics,https://images.pokemontcg.io/swsh3/191_hires.png,#155
swsh1-200,Marnie,Rare Ultra,Sword & Shield,Sword & Shield,30.05,,2020/02/07,,kirisAki,https://images.pokemontcg.io/swsh1/200_hires.png,Not Referenced
swsh3-192,Eternatus VMAX,Rare Rainbow,Darkness Ablaze,Sword & Shield,11.84,,2020/08/14,[890],5ban Graphics,https://images.pokemontcg.io/swsh3/192_hires.png,#112
sm8-199,Blacephalon-GX,Rare Ultra,Lost Thunder,Sun & Moon,6.33,,2018/11/02,[806],5ban Graphics,https://images.pokemontcg.io/sm8/199_hires.png,Not Referenced
sm8-206,Mimikyu-GX,Rare Ultra,Lost Thunder,Sun & Moon,19.85,,2018/11/02,[778],5ban Graphics,https://images.pokemontcg.io/sm8/206_hires.png,#3
sm8-207,Lugia-GX,Rare Ultra,Lost Thunder,Sun & Moon,39.54,,2018/11/02,[249],PLANETA Igarashi,https://images.pokemontcg.io/sm8/207_hires.png,#15
sm12-222,Reshiram & Zekrom-GX,Rare Ultra,Cosmic Eclipse,Sun & Moon,119.88,,2019/11/01,"[643, 644]",Naoki Saito,https://images.pokemontcg.io/sm12/222_hires.png,#75
xyp-XY208,Gym Badge,Promo,XY Black Star Promos,XY,13.76,,2013/10/12,,Ryo Ueda,https://images.pokemontcg.io/xyp/XY208_hires.png,Not Referenced
sm8-208,Faba,Rare Ultra,Lost Thunder,Sun & Moon,7.87,,2018/11/02,,take,https://images.pokemontcg.io/sm8/208_hires.png,Not Referenced
sm8-220,Suicune-GX,Rare Rainbow,Lost Thunder,Sun & Moon,58.49,,2018/11/02,[245],5ban Graphics,https://images.pokemontcg.io/sm8/220_hires.png,#57
sm10-214,Welder,Rare Ultra,Unbroken Bonds,Sun & Moon,34.64,,2019/05/03,,Hitoshi Ariga,https://images.pokemontcg.io/sm10/214_hires.png,Not Referenced
smp-SM240,Espeon & Deoxys-GX,Promo,SM Black Star Promos,Sun & Moon,29.82,,2017/02/03,"[196, 386]",Hasuno,https://images.pokemontcg.io/smp/SM240_hires.png,#46
smp-SM241,Umbreon & Darkrai-GX,Promo,SM Black Star Promos,Sun & Moon,57.13,,2017/02/03,"[197, 491]",so-taro,https://images.pokemontcg.io/smp/SM241_hires.png,#5
sm8-223,Tyranitar-GX,Rare Rainbow,Lost Thunder,Sun & Moon,45.97,,2018/11/02,[248],5ban Graphics,https://images.pokemontcg.io/sm8/223_hires.png,#12
sm12-239,Piplup,Rare Secret,Cosmic Eclipse,Sun & Moon,18.96,,2019/11/01,[393],Tomomi Kaneko,https://images.pokemontcg.io/sm12/239_hires.png,#38
sm11-223,Latios-GX,Rare Ultra,Unified Minds,Sun & Moon,7.45,,2019/08/02,[381],ConceptLab,https://images.pokemontcg.io/sm11/223_hires.png,#149
sm10-218,Blastoise-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,104.27,,2019/05/03,[9],sadaji,https://images.pokemontcg.io/sm10/218_hires.png,#106
sm8-224,Genesect-GX,Rare Rainbow,Lost Thunder,Sun & Moon,13.87,,2018/11/02,[649],Yoshinobu Saito,https://images.pokemontcg.io/sm8/224_hires.png,#226
sm11-226,Mega Sableye & Tyranitar-GX,Rare Ultra,Unified Minds,Sun & Moon,139.57,,2019/08/02,"[248, 302]",chibi,https://images.pokemontcg.io/sm11/226_hires.png,#12
sm12-245,Mimikyu,Rare Secret,Cosmic Eclipse,Sun & Moon,11.43,,2019/11/01,[778],You Iribi,https://images.pokemontcg.io/sm12/245_hires.png,#3
sm10-224,Lucario & Melmetal-GX,Rare Rainbow,Unbroken Bonds,Sun & Moon,26.01,,2019/05/03,"[448, 809]",5ban Graphics,https://images.pokemontcg.io/sm10/224_hires.png,#2
sm11-232,Channeler,Rare Ultra,Unified Minds,Sun & Moon,10.27,,2019/08/02,,TOKIYA,https://images.pokemontcg.io/sm11/232_hires.png,Not Referenced
sm11-233,Coach Trainer,Rare Ultra,Unified Minds,Sun & Moon,10.46,,2019/08/02,,nagimiso,https://images.pokemontcg.io/sm11/233_hires.png,Not Referenced
sm12-251,Charizard & Braixen-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,74.38,,2019/11/01,"[6, 654]",5ban Graphics,https://images.pokemontcg.io/sm12/251_hires.png,#4
sm12-252,Volcarona-GX,Rare Rainbow,Cosmic Eclipse,Sun & Moon,9.13,,2019/11/01,[637],PLANETA Tsuji,https://images.pokemontcg.io/sm12/252_hires.png,#65
sm11-236,Poké Maniac,Rare Ultra,Unified Minds,Sun & Moon,10.75,,2019/08/02,,Hitoshi Ariga,https://images.pokemontcg.io/sm11/236_hires.png,Not Referenced
sm11-241,Raichu & Alolan Raichu-GX,Rare Rainbow,Unified Minds,Sun & Moon,45.01,,2019/08/02,[26],ConceptLab,https://images.pokemontcg.io/sm11/241_hires.png,#165
smp-SM226,Charizard,Promo,SM Black Star Promos,Sun & Moon,22.12,,2017/02/03,[6],2019 Pikachu Project,https://images.pokemontcg.io/smp/SM226_hires.png,#4
xyp-XY209,Gym Badge,Promo,XY Black Star Promos,XY,7.97,,2013/10/12,,Ryo Ueda,https://images.pokemontcg.io/xyp/XY209_hires.png,Not Referenced
sm8-209,Judge,Rare Ultra,Lost Thunder,Sun & Moon,16.16,,2018/11/02,,Sanosuke Sakuma,https://images.pokemontcg.io/sm8/209_hires.png,Not Referenced
xyp-XY210,Gym Badge,Promo,XY Black Star Promos,XY,7.59,,2013/10/12,,Ryo Ueda,https://images.pokemontcg.io/xyp/XY210_hires.png,Not Referenced
sm10-204,Gardevoir & Sylveon-GX,Rare Ultra,Unbroken Bonds,Sun & Moon,26.47,,2019/05/03,"[282, 700]",5ban Graphics,https://images.pokemontcg.io/sm10/204_hires.png,#6
